fromGeneId	fromSymbol	toGeneId	toSymbol	best	bestReverse	methodCount	totalMethodCount
HGNC:14639	ABCC11	WB:WBGene00003411	mrp-5	Yes	No	7	9
HGNC:14640	ABCC12	WB:WBGene00003411	mrp-5	Yes	Yes	8	9
HGNC:53	ABCC2	WB:WBGene00003407	mrp-1	Yes	No	4	9
HGNC:53	ABCC2	WB:WBGene00003408	mrp-2	Yes	No	4	9
HGNC:53	ABCC2	WB:WBGene00003413	mrp-7	No	Yes	3	9
HGNC:54	ABCC3	WB:WBGene00003407	mrp-1	Yes	Yes	8	9
HGNC:54	ABCC3	WB:WBGene00003408	mrp-2	No	Yes	7	9
HGNC:55	ABCC4	WB:WBGene00003412	mrp-6	Yes	Yes	4	9
HGNC:56	ABCC5	WB:WBGene00003411	mrp-5	Yes	Yes	8	9
HGNC:57	ABCC6	WB:WBGene00003414	mrp-8	Yes	Yes	3	9
HGNC:61	ABCD1	WB:WBGene00004061	pmp-4	Yes	Yes	9	9
HGNC:66	ABCD2	WB:WBGene00004061	pmp-4	Yes	Yes	9	9
HGNC:67	ABCD3	WB:WBGene00004058	pmp-1	Yes	Yes	9	9
HGNC:67	ABCD3	WB:WBGene00004059	pmp-2	Yes	Yes	9	9
HGNC:68	ABCD4	WB:WBGene00004060	pmp-3	Yes	Yes	9	9
HGNC:68	ABCD4	WB:WBGene00004062	pmp-5	No	Yes	4	9
HGNC:69	ABCE1	WB:WBGene00012714	abce-1	Yes	Yes	9	9
HGNC:70	ABCF1	WB:WBGene00006512	abcf-1	Yes	Yes	9	9
HGNC:71	ABCF2	WB:WBGene00012097	abcf-2	Yes	Yes	9	9
HGNC:54751	ABCF2-H2BK1	WB:WBGene00012097	abcf-2	Yes	Yes	9	9
HGNC:72	ABCF3	WB:WBGene00018339	abcf-3	Yes	Yes	9	9
HGNC:73	ABCG1	WB:WBGene00015479	wht-1	Yes	No	3	9
HGNC:73	ABCG1	WB:WBGene00017179	wht-4	Yes	Yes	3	9
HGNC:74	ABCG2	WB:WBGene00015479	wht-1	Yes	Yes	4	9
HGNC:74	ABCG2	WB:WBGene00007513	wht-2	Yes	Yes	4	9
HGNC:74	ABCG2	WB:WBGene00007631	wht-3	No	Yes	3	9
HGNC:74	ABCG2	WB:WBGene00017179	wht-4	No	Yes	3	9
HGNC:74	ABCG2	WB:WBGene00008950	wht-5	No	Yes	3	9
HGNC:74	ABCG2	WB:WBGene00007060	wht-6	Yes	Yes	4	9
HGNC:74	ABCG2	WB:WBGene00012925	wht-8	Yes	Yes	4	9
HGNC:13884	ABCG4	WB:WBGene00015479	wht-1	Yes	No	3	9
HGNC:13884	ABCG4	WB:WBGene00017179	wht-4	Yes	Yes	3	9
HGNC:13886	ABCG5	WB:WBGene00016973	abch-1	Yes	Yes	3	9
HGNC:13887	ABCG8	WB:WBGene00006522	abcx-1	Yes	Yes	2	9
HGNC:17553	ABHD1	WB:WBGene00013358	abhd-3.1	Yes	Yes	9	9
HGNC:17553	ABHD1	WB:WBGene00016644	abhd-3.2	Yes	Yes	9	9
HGNC:25656	ABHD10	WB:WBGene00008222	C50B6.9	Yes	Yes	4	9
HGNC:16407	ABHD11	WB:WBGene00009316	abhd-11.1	No	Yes	5	9
HGNC:16407	ABHD11	WB:WBGene00011029	abhd-11.2	Yes	Yes	9	9
HGNC:15868	ABHD12	WB:WBGene00022393	abhd-12	Yes	No	8	9
HGNC:19837	ABHD12B	WB:WBGene00022393	abhd-12	Yes	Yes	9	9
HGNC:24538	ABHD14A	WB:WBGene00021927	abhd-14	Yes	No	5	9
HGNC:28235	ABHD14B	WB:WBGene00021927	abhd-14	Yes	Yes	7	9
HGNC:13921	ABHD16A	WB:WBGene00018131	F37A4.1	Yes	Yes	8	9
HGNC:16128	ABHD16B	WB:WBGene00018131	F37A4.1	Yes	No	7	9
HGNC:28756	ABHD17A	WB:WBGene00045192	aho-3	Yes	Yes	9	9
HGNC:24278	ABHD17B	WB:WBGene00045192	aho-3	Yes	No	8	9
HGNC:26925	ABHD17C	WB:WBGene00045192	aho-3	Yes	No	8	9
HGNC:26111	ABHD18	WB:WBGene00008317	C54G4.7	Yes	Yes	9	9
HGNC:18718	ABHD3	WB:WBGene00013358	abhd-3.1	Yes	Yes	9	9
HGNC:18718	ABHD3	WB:WBGene00016644	abhd-3.2	Yes	Yes	9	9
HGNC:20154	ABHD4	WB:WBGene00016506	abhd-5.1	Yes	Yes	6	9
HGNC:20154	ABHD4	WB:WBGene00016507	abhd-5.2	Yes	Yes	6	9
HGNC:20154	ABHD4	WB:WBGene00007711	lid-1	No	Yes	5	9
HGNC:21396	ABHD5	WB:WBGene00016506	abhd-5.1	Yes	Yes	6	9
HGNC:21396	ABHD5	WB:WBGene00016507	abhd-5.2	Yes	Yes	6	9
HGNC:21396	ABHD5	WB:WBGene00007711	lid-1	No	Yes	5	9
HGNC:11320	ABI1	WB:WBGene00015146	abi-1	Yes	Yes	9	9
HGNC:24011	ABI2	WB:WBGene00015146	abi-1	Yes	No	7	9
HGNC:29859	ABI3	WB:WBGene00015146	abi-1	Yes	No	4	9
HGNC:1364	ABITRAM	WB:WBGene00018835	F54F2.7	Yes	Yes	7	9
HGNC:76	ABL1	WB:WBGene00000018	abl-1	Yes	Yes	7	9
HGNC:77	ABL2	WB:WBGene00000018	abl-1	Yes	Yes	7	9
HGNC:78	ABLIM1	WB:WBGene00006839	unc-115	Yes	No	7	9
HGNC:19195	ABLIM2	WB:WBGene00006839	unc-115	Yes	Yes	8	9
HGNC:29132	ABLIM3	WB:WBGene00006839	unc-115	Yes	No	7	9
HGNC:30655	ABRA	WB:WBGene00009475	F36F2.1	Yes	Yes	5	9
HGNC:17369	ABT1	WB:WBGene00019005	F57B10.8	Yes	Yes	9	9
HGNC:83	ACAA2	WB:WBGene00009952	acaa-2	Yes	Yes	9	9
HGNC:84	ACACA	WB:WBGene00004076	pod-2	Yes	Yes	8	9
HGNC:84	ACACA	WB:WBGene00012131	T28F3.5	No	Yes	5	9
HGNC:85	ACACB	WB:WBGene00004076	pod-2	Yes	No	7	9
HGNC:85	ACACB	WB:WBGene00012131	T28F3.5	No	Yes	5	9
HGNC:21597	ACAD10	WB:WBGene00019599	acds-10	Yes	Yes	7	9
HGNC:87	ACAD8	WB:WBGene00017874	acdh-9	Yes	Yes	9	9
HGNC:21497	ACAD9	WB:WBGene00001566	acdh-13	Yes	Yes	2	9
HGNC:89	ACADM	WB:WBGene00020366	acdh-10	Yes	Yes	9	9
HGNC:89	ACADM	WB:WBGene00020812	acdh-7	No	Yes	7	9
HGNC:89	ACADM	WB:WBGene00019406	acdh-8	Yes	Yes	9	9
HGNC:91	ACADSB	WB:WBGene00016943	acdh-1	Yes	Yes	9	9
HGNC:91	ACADSB	WB:WBGene00015894	acdh-2	No	Yes	4	9
HGNC:91	ACADSB	WB:WBGene00019433	acdh-3	Yes	Yes	9	9
HGNC:91	ACADSB	WB:WBGene00020419	acdh-4	Yes	Yes	9	9
HGNC:92	ACADVL	WB:WBGene00017125	acdh-12	Yes	Yes	9	9
HGNC:16467	ACAP1	WB:WBGene00000565	cnt-1	Yes	Yes	7	9
HGNC:16469	ACAP2	WB:WBGene00000565	cnt-1	Yes	Yes	7	9
HGNC:16754	ACAP3	WB:WBGene00000565	cnt-1	Yes	Yes	7	9
HGNC:93	ACAT1	WB:WBGene00002183	kat-1	Yes	Yes	9	9
HGNC:93	ACAT1	WB:WBGene00020166	T02G5.7	No	Yes	4	9
HGNC:15453	ACBD3	WB:WBGene00012765	Y41E3.7	Yes	Yes	7	9
HGNC:23337	ACBD4	WB:WBGene00009818	acbp-3	Yes	Yes	3	9
HGNC:23337	ACBD4	WB:WBGene00007680	maa-1	Yes	Yes	3	9
HGNC:23338	ACBD5	WB:WBGene00009818	acbp-3	Yes	Yes	3	9
HGNC:23339	ACBD6	WB:WBGene00011731	acbp-5	Yes	Yes	7	9
HGNC:17715	ACBD7	WB:WBGene00016655	acbp-1	Yes	No	5	9
HGNC:23989	ACCS	WB:WBGene00011436	T04F3.1	Yes	Yes	5	9
HGNC:34391	ACCSL	WB:WBGene00011436	T04F3.1	Yes	Yes	5	9
HGNC:2707	ACE	WB:WBGene00000039	acn-1	Yes	No	3	9
HGNC:13557	ACE2	WB:WBGene00000039	acn-1	Yes	Yes	8	9
HGNC:18356	ACER1	WB:WBGene00020947	W02F12.2	Yes	Yes	9	9
HGNC:23675	ACER2	WB:WBGene00020947	W02F12.2	Yes	No	8	9
HGNC:108	ACHE	WB:WBGene00000035	ace-1	Yes	Yes	7	9
HGNC:108	ACHE	WB:WBGene00000037	ace-3	No	Yes	3	9
HGNC:108	ACHE	WB:WBGene00000038	ace-4	No	Yes	3	9
HGNC:17066	ACIN1	WB:WBGene00016601	acin-1	Yes	Yes	5	9
HGNC:1565	ACKR2	WB:WBGene00011578	npr-20	Yes	Yes	2	9
HGNC:1611	ACKR4	WB:WBGene00011578	npr-20	Yes	Yes	2	9
HGNC:115	ACLY	WB:WBGene00016995	acly-1	Yes	Yes	9	9
HGNC:115	ACLY	WB:WBGene00007150	acly-2	Yes	Yes	9	9
HGNC:19288	ACMSD	WB:WBGene00022104	acsd-1	Yes	Yes	9	9
HGNC:117	ACO1	WB:WBGene00000040	aco-1	Yes	Yes	9	9
HGNC:118	ACO2	WB:WBGene00000041	aco-2	Yes	Yes	9	9
HGNC:33128	ACOT1	WB:WBGene00007857	C31H5.6	No	Yes	7	9
HGNC:33128	ACOT1	WB:WBGene00019404	K05B2.4	No	Yes	7	9
HGNC:33128	ACOT1	WB:WBGene00020258	T05E7.1	Yes	Yes	8	9
HGNC:33128	ACOT1	WB:WBGene00020989	W03D8.8	No	Yes	7	9
HGNC:20999	ACOT13	WB:WBGene00016123	C25H3.14	Yes	Yes	7	9
HGNC:20999	ACOT13	WB:WBGene00016112	C25H3.3	Yes	Yes	7	9
HGNC:20999	ACOT13	WB:WBGene00018370	F42H10.6	No	Yes	3	9
HGNC:18431	ACOT2	WB:WBGene00007857	C31H5.6	No	Yes	7	9
HGNC:18431	ACOT2	WB:WBGene00019404	K05B2.4	No	Yes	7	9
HGNC:18431	ACOT2	WB:WBGene00020258	T05E7.1	Yes	Yes	8	9
HGNC:18431	ACOT2	WB:WBGene00020989	W03D8.8	No	Yes	7	9
HGNC:19748	ACOT4	WB:WBGene00007857	C31H5.6	No	Yes	7	9
HGNC:19748	ACOT4	WB:WBGene00019404	K05B2.4	No	Yes	7	9
HGNC:19748	ACOT4	WB:WBGene00020258	T05E7.1	Yes	Yes	8	9
HGNC:19748	ACOT4	WB:WBGene00020989	W03D8.8	No	Yes	7	9
HGNC:33159	ACOT6	WB:WBGene00007857	C31H5.6	Yes	No	3	9
HGNC:33159	ACOT6	WB:WBGene00019404	K05B2.4	Yes	No	3	9
HGNC:33159	ACOT6	WB:WBGene00020258	T05E7.1	Yes	No	3	9
HGNC:33159	ACOT6	WB:WBGene00020989	W03D8.8	Yes	No	3	9
HGNC:15919	ACOT8	WB:WBGene00015887	C17C3.1	No	Yes	7	9
HGNC:15919	ACOT8	WB:WBGene00015889	C17C3.3	No	Yes	3	9
HGNC:15919	ACOT8	WB:WBGene00016511	C37H5.13	Yes	Yes	8	9
HGNC:15919	ACOT8	WB:WBGene00017781	F25E2.3	Yes	Yes	8	9
HGNC:15919	ACOT8	WB:WBGene00013594	Y87G2A.2	No	Yes	4	9
HGNC:17152	ACOT9	WB:WBGene00019015	F57F4.1	Yes	Yes	8	9
HGNC:17152	ACOT9	WB:WBGene00020311	T07D3.9	Yes	Yes	8	9
HGNC:17152	ACOT9	WB:WBGene00020674	T22B7.7	No	Yes	4	9
HGNC:119	ACOX1	WB:WBGene00008564	acox-1.1	Yes	Yes	9	9
HGNC:119	ACOX1	WB:WBGene00008565	acox-1.2	Yes	Yes	9	9
HGNC:119	ACOX1	WB:WBGene00008566	acox-1.3	Yes	Yes	9	9
HGNC:119	ACOX1	WB:WBGene00008567	acox-1.4	Yes	Yes	9	9
HGNC:119	ACOX1	WB:WBGene00008167	acox-1.5	No	Yes	8	9
HGNC:119	ACOX1	WB:WBGene00010336	acox-1.6	No	Yes	8	9
HGNC:120	ACOX2	WB:WBGene00008564	acox-1.1	Yes	No	3	9
HGNC:120	ACOX2	WB:WBGene00008565	acox-1.2	Yes	No	3	9
HGNC:120	ACOX2	WB:WBGene00008566	acox-1.3	Yes	No	3	9
HGNC:120	ACOX2	WB:WBGene00008567	acox-1.4	Yes	No	3	9
HGNC:121	ACOX3	WB:WBGene00019060	acox-3	Yes	Yes	9	9
HGNC:122	ACP1	WB:WBGene00022379	Y94H6A.7	Yes	Yes	9	9
HGNC:123	ACP2	WB:WBGene00015161	pho-5	Yes	Yes	7	9
HGNC:123	ACP2	WB:WBGene00018696	pho-6	No	Yes	4	9
HGNC:123	ACP2	WB:WBGene00011879	pho-7	No	Yes	5	9
HGNC:123	ACP2	WB:WBGene00011262	pho-8	No	Yes	4	9
HGNC:123	ACP2	WB:WBGene00022181	pho-9	No	Yes	5	9
HGNC:125	ACP3	WB:WBGene00015161	pho-5	Yes	Yes	7	9
HGNC:125	ACP3	WB:WBGene00018696	pho-6	No	Yes	4	9
HGNC:14376	ACP4	WB:WBGene00015161	pho-5	Yes	Yes	7	9
HGNC:14376	ACP4	WB:WBGene00018696	pho-6	No	Yes	4	9
HGNC:14376	ACP4	WB:WBGene00011879	pho-7	No	Yes	5	9
HGNC:14376	ACP4	WB:WBGene00011262	pho-8	No	Yes	4	9
HGNC:14376	ACP4	WB:WBGene00022181	pho-9	No	Yes	5	9
HGNC:124	ACP5	WB:WBGene00008531	F02E9.7	Yes	Yes	8	9
HGNC:29609	ACP6	WB:WBGene00022770	acp-1	Yes	Yes	2	9
HGNC:29609	ACP6	WB:WBGene00008802	acp-2	Yes	Yes	2	9
HGNC:29609	ACP6	WB:WBGene00008801	acp-3	Yes	Yes	2	9
HGNC:29609	ACP6	WB:WBGene00008804	acp-4	Yes	Yes	2	9
HGNC:33781	ACP7	WB:WBGene00219316	F21A3.11	Yes	Yes	9	9
HGNC:26101	ACSF2	WB:WBGene00018488	acs-1	Yes	Yes	9	9
HGNC:26101	ACSF2	WB:WBGene00009221	acs-2	Yes	Yes	9	9
HGNC:27288	ACSF3	WB:WBGene00018269	acs-11	Yes	Yes	7	9
HGNC:27288	ACSF3	WB:WBGene00016849	acs-21	Yes	Yes	7	9
HGNC:3569	ACSL1	WB:WBGene00022037	acs-13	Yes	Yes	7	9
HGNC:3569	ACSL1	WB:WBGene00019920	acs-15	No	Yes	3	9
HGNC:3569	ACSL1	WB:WBGene00011173	acs-18	No	Yes	3	9
HGNC:3570	ACSL3	WB:WBGene00016716	acs-17	Yes	Yes	9	9
HGNC:3570	ACSL3	WB:WBGene00018152	acs-4	No	Yes	8	9
HGNC:3571	ACSL4	WB:WBGene00016716	acs-17	Yes	Yes	9	9
HGNC:3571	ACSL4	WB:WBGene00018152	acs-4	No	Yes	8	9
HGNC:16526	ACSL5	WB:WBGene00022037	acs-13	Yes	Yes	7	9
HGNC:16526	ACSL5	WB:WBGene00013575	acs-5	No	Yes	4	9
HGNC:16496	ACSL6	WB:WBGene00022037	acs-13	Yes	Yes	7	9
HGNC:16496	ACSL6	WB:WBGene00019920	acs-15	No	Yes	3	9
HGNC:16496	ACSL6	WB:WBGene00011173	acs-18	No	Yes	3	9
HGNC:15814	ACSS2	WB:WBGene00007969	acs-19	Yes	Yes	9	9
HGNC:132	ACTB	WB:WBGene00000063	act-1	Yes	Yes	8	9
HGNC:132	ACTB	WB:WBGene00000064	act-2	Yes	Yes	8	9
HGNC:132	ACTB	WB:WBGene00000065	act-3	Yes	Yes	8	9
HGNC:132	ACTB	WB:WBGene00000066	act-4	Yes	Yes	8	9
HGNC:144	ACTG1	WB:WBGene00000063	act-1	Yes	No	7	9
HGNC:144	ACTG1	WB:WBGene00000064	act-2	Yes	No	7	9
HGNC:144	ACTG1	WB:WBGene00000065	act-3	Yes	No	7	9
HGNC:144	ACTG1	WB:WBGene00000066	act-4	Yes	No	7	9
HGNC:24124	ACTL6A	WB:WBGene00022774	swsn-6	Yes	No	7	9
HGNC:160	ACTL6B	WB:WBGene00022774	swsn-6	Yes	Yes	9	9
HGNC:24758	ACTMAP	WB:WBGene00010610	K07A1.3	Yes	Yes	7	9
HGNC:163	ACTN1	WB:WBGene00000228	atn-1	Yes	No	7	9
HGNC:164	ACTN2	WB:WBGene00000228	atn-1	Yes	Yes	8	9
HGNC:165	ACTN3	WB:WBGene00000228	atn-1	Yes	Yes	8	9
HGNC:166	ACTN4	WB:WBGene00000228	atn-1	Yes	No	7	9
HGNC:17372	ACTR10	WB:WBGene00016793	arp-11	Yes	Yes	5	9
HGNC:167	ACTR1A	WB:WBGene00013168	arp-1	Yes	Yes	9	9
HGNC:168	ACTR1B	WB:WBGene00013168	arp-1	Yes	No	8	9
HGNC:169	ACTR2	WB:WBGene00000200	arx-2	Yes	Yes	9	9
HGNC:170	ACTR3	WB:WBGene00000199	arx-1	Yes	Yes	9	9
HGNC:17256	ACTR3B	WB:WBGene00000199	arx-1	Yes	No	8	9
HGNC:24025	ACTR6	WB:WBGene00007434	arp-6	Yes	Yes	9	9
HGNC:171	ACVR1	WB:WBGene00000897	daf-1	Yes	No	3	9
HGNC:171	ACVR1	WB:WBGene00004860	sma-6	Yes	No	3	9
HGNC:172	ACVR1B	WB:WBGene00000897	daf-1	Yes	Yes	4	9
HGNC:172	ACVR1B	WB:WBGene00004860	sma-6	Yes	No	4	9
HGNC:18123	ACVR1C	WB:WBGene00000897	daf-1	Yes	Yes	4	9
HGNC:18123	ACVR1C	WB:WBGene00004860	sma-6	Yes	No	4	9
HGNC:173	ACVR2A	WB:WBGene00000900	daf-4	Yes	No	7	9
HGNC:174	ACVR2B	WB:WBGene00000900	daf-4	Yes	Yes	8	9
HGNC:175	ACVRL1	WB:WBGene00000897	daf-1	Yes	No	3	9
HGNC:175	ACVRL1	WB:WBGene00004860	sma-6	Yes	No	3	9
HGNC:177	ACY1	WB:WBGene00015509	C06A6.4	Yes	Yes	9	9
HGNC:177	ACY1	WB:WBGene00007507	C10C5.3	Yes	Yes	9	9
HGNC:177	ACY1	WB:WBGene00007508	C10C5.4	Yes	Yes	9	9
HGNC:177	ACY1	WB:WBGene00007509	C10C5.5	Yes	Yes	9	9
HGNC:186	ADA	WB:WBGene00015551	adah-1	Yes	Yes	9	9
HGNC:31853	ADAL	WB:WBGene00016632	adal-1	Yes	Yes	9	9
HGNC:188	ADAM10	WB:WBGene00006324	sup-17	Yes	Yes	8	9
HGNC:189	ADAM11	WB:WBGene00006804	unc-71	Yes	No	3	9
HGNC:190	ADAM12	WB:WBGene00000074	adm-2	Yes	No	5	9
HGNC:193	ADAM15	WB:WBGene00000074	adm-2	Yes	No	5	9
HGNC:195	ADAM17	WB:WBGene00000075	adm-4	Yes	Yes	8	9
HGNC:197	ADAM19	WB:WBGene00000074	adm-2	Yes	Yes	6	9
HGNC:201	ADAM22	WB:WBGene00006804	unc-71	Yes	Yes	4	9
HGNC:202	ADAM23	WB:WBGene00006804	unc-71	Yes	Yes	4	9
HGNC:206	ADAM28	WB:WBGene00000074	adm-2	Yes	No	5	9
HGNC:15479	ADAM32	WB:WBGene00006804	unc-71	Yes	No	3	9
HGNC:15478	ADAM33	WB:WBGene00000074	adm-2	Yes	Yes	6	9
HGNC:214	ADAM7	WB:WBGene00000074	adm-2	Yes	No	3	9
HGNC:215	ADAM8	WB:WBGene00000074	adm-2	Yes	No	4	9
HGNC:216	ADAM9	WB:WBGene00000074	adm-2	Yes	No	5	9
HGNC:16299	ADAMDEC1	WB:WBGene00017865	F27D9.7	Yes	Yes	2	9
HGNC:16299	ADAMDEC1	WB:WBGene00016423	tag-275	Yes	Yes	2	9
HGNC:14605	ADAMTS12	WB:WBGene00009958	madd-4	Yes	Yes	2	9
HGNC:17178	ADAMTS20	WB:WBGene00001650	gon-1	Yes	Yes	8	9
HGNC:220	ADAMTS4	WB:WBGene00001650	gon-1	Yes	No	3	9
HGNC:224	ADAMTS8	WB:WBGene00001650	gon-1	Yes	No	3	9
HGNC:13202	ADAMTS9	WB:WBGene00001650	gon-1	Yes	Yes	8	9
HGNC:14632	ADAMTSL1	WB:WBGene00009958	madd-4	Yes	Yes	2	9
HGNC:14633	ADAMTSL3	WB:WBGene00009958	madd-4	Yes	Yes	2	9
HGNC:225	ADAR	WB:WBGene00000080	adr-2	Yes	No	3	9
HGNC:226	ADARB1	WB:WBGene00000080	adr-2	Yes	Yes	5	9
HGNC:227	ADARB2	WB:WBGene00000080	adr-2	Yes	No	4	9
HGNC:21172	ADAT2	WB:WBGene00010436	JC8.4	Yes	Yes	8	9
